cycle,moisture,leaf_temp,humidity,air_temp,light,battery
0,140,100,120,105,120,200
1,139,100,120,105,120,200
2,138,101,120,105,120,200
3,137,101,120,105,120,200
4,136,102,120,105,120,200
5,135,102,120,105,120,200
6,134,103,120,105,120,200
7,133,103,120,105,120,200
8,132,104,120,105,120,200
9,131,104,120,105,120,200
10,130,105,119,105,120,200
11,129,105,119,105,120,200
12,128,106,119,105,120,200
13,127,106,119,105,120,200
14,126,107,119,105,120,200
15,125,107,119,105,120,200
16,124,108,119,105,120,200
17,123,108,119,105,120,200
18,122,109,119,105,120,200
19,121,109,119,105,120,200
20,120,110,118,105,120,200
21,119,110,118,105,120,200
22,118,111,118,105,120,200
23,117,111,118,105,120,200
24,116,112,118,105,120,200
25,115,112,118,105,120,200
26,114,113,118,105,120,200
27,113,113,118,105,120,200
28,112,114,118,105,120,200
29,111,114,118,105,120,200
30,110,115,117,105,120,200
31,109,115,117,105,120,200
32,108,116,117,105,120,200
33,107,116,117,105,120,200
34,106,117,117,105,120,200
35,105,117,117,105,120,200
36,104,118,117,105,120,200
37,103,118,117,105,120,200
38,102,119,117,105,120,200
39,101,119,117,105,120,200
40,100,120,116,105,120,200
41,99,120,116,105,120,200
42,98,121,116,105,120,200
43,97,121,116,105,120,200
44,96,122,116,105,120,200
45,95,122,116,105,120,200
46,94,123,116,105,120,200
47,93,123,116,105,120,200
48,92,124,116,105,120,200
49,91,124,116,105,120,200
50,90,125,115,105,120,200
51,89,125,115,105,120,200
52,88,126,115,105,120,200
53,87,126,115,105,120,200
54,86,127,115,105,120,200
55,85,127,115,105,120,200
56,84,128,115,105,120,200
57,83,128,115,105,120,200
58,82,129,115,105,120,200
59,81,129,115,105,120,200
60,80,130,114,105,120,200
61,79,130,114,105,120,200
62,78,131,114,105,120,200
63,77,131,114,105,120,200
64,76,132,114,105,120,200
65,75,132,114,105,120,200
66,74,133,114,105,120,200
67,73,133,114,105,120,200
68,72,134,114,105,120,200
69,71,134,114,105,120,200
70,70,135,113,105,120,200
71,69,135,113,105,120,200
72,68,136,113,105,120,200
73,67,136,113,105,120,200
74,66,137,113,105,120,200
75,65,137,113,105,120,200
76,64,138,113,105,120,200
77,63,138,113,105,120,200
78,62,139,113,105,120,200
79,61,139,113,105,120,200
80,60,140,112,105,120,200
81,60,140,112,105,120,200
82,60,141,112,105,120,200
83,60,141,112,105,120,200
84,60,142,112,105,120,200
85,60,142,112,105,120,200
86,60,143,112,105,120,200
87,60,143,112,105,120,200
88,60,144,112,105,120,200
89,60,144,112,105,120,200
90,60,145,111,105,120,200
91,60,145,111,105,120,200
92,60,145,111,105,120,200
93,60,145,111,105,120,200
94,60,145,111,105,120,200
95,60,145,111,105,120,200
96,60,145,111,105,120,200
97,60,145,111,105,120,200
98,60,145,111,105,120,200
99,60,145,111,105,120,200
100,60,145,110,105,120,200
101,60,145,110,105,120,200
102,60,145,110,105,120,200
103,60,145,110,105,120,200
104,60,145,110,105,120,200
105,60,145,110,105,120,200
106,60,145,110,105,120,200
107,60,145,110,105,120,200
108,60,145,110,105,120,200
109,60,145,110,105,120,200
110,60,145,109,105,120,200
111,60,145,109,105,120,200
112,60,145,109,105,120,200
113,60,145,109,105,120,200
114,60,145,109,105,120,200
115,60,145,109,105,120,200
116,60,145,109,105,120,200
117,60,145,109,105,120,200
118,60,145,109,105,120,200
119,60,145,109,105,120,200
120,60,145,108,105,120,200
121,60,145,108,105,120,200
122,60,145,108,105,120,200
123,60,145,108,105,120,200
124,60,145,108,105,120,200
125,60,145,108,105,120,200
126,60,145,108,105,120,200
127,60,145,108,105,120,200
128,60,145,108,105,120,200
129,60,145,108,105,120,200
130,60,145,107,105,120,200
131,60,145,107,105,120,200
132,60,145,107,105,120,200
133,60,145,107,105,120,200
134,60,145,107,105,120,200
135,60,145,107,105,120,200
136,60,145,107,105,120,200
137,60,145,107,105,120,200
138,60,145,107,105,120,200
139,60,145,107,105,120,200
140,60,145,106,105,120,200
141,60,145,106,105,120,200
142,60,145,106,105,120,200
143,60,145,106,105,120,200
144,60,145,106,105,120,200
145,60,145,106,105,120,200
146,60,145,106,105,120,200
147,60,145,106,105,120,200
148,60,145,106,105,120,200
149,60,145,106,105,120,200
150,60,145,105,105,120,200
151,60,145,105,105,120,200
152,60,145,105,105,120,200
153,60,145,105,105,120,200
154,60,145,105,105,120,200
155,60,145,105,105,120,200
156,60,145,105,105,120,200
157,60,145,105,105,120,200
158,60,145,105,105,120,200
159,60,145,105,105,120,200
160,60,145,104,105,120,200
161,60,145,104,105,120,200
162,60,145,104,105,120,200
163,60,145,104,105,120,200
164,60,145,104,105,120,200
165,60,145,104,105,120,200
166,60,145,104,105,120,200
167,60,145,104,105,120,200
168,60,145,104,105,120,200
169,60,145,104,105,120,200
170,60,145,103,105,120,200
171,60,145,103,105,120,200
172,60,145,103,105,120,200
173,60,145,103,105,120,200
174,60,145,103,105,120,200
175,60,145,103,105,120,200
176,60,145,103,105,120,200
177,60,145,103,105,120,200
178,60,145,103,105,120,200
179,60,145,103,105,120,200
180,60,145,102,105,120,200
181,60,145,102,105,120,200
182,60,145,102,105,120,200
183,60,145,102,105,120,200
184,60,145,102,105,120,200
185,60,145,102,105,120,200
186,60,145,102,105,120,200
187,60,145,102,105,120,200
188,60,145,102,105,120,200
189,60,145,102,105,120,200
190,60,145,101,105,120,200
191,60,145,101,105,120,200
192,60,145,101,105,120,200
193,60,145,101,105,120,200
194,60,145,101,105,120,200
195,60,145,101,105,120,200
196,60,145,101,105,120,200
197,60,145,101,105,120,200
198,60,145,101,105,120,200
199,60,145,101,105,120,200
