cycle,moisture,leaf_temp,humidity,air_temp,light,battery
0,140,100,120,105,120,200
1,140,100,120,105,120,200
2,140,100,120,105,120,200
3,140,100,120,105,120,200
4,140,100,120,105,120,200
5,140,101,120,105,120,200
6,140,101,120,105,120,200
7,140,101,120,105,120,200
8,140,101,120,105,120,200
9,140,101,120,105,120,200
10,140,102,120,105,120,200
11,138,102,120,105,120,200
12,136,102,120,105,120,200
13,134,102,120,105,120,200
14,132,102,120,105,120,200
15,130,103,120,105,120,200
16,128,103,120,105,120,200
17,126,103,120,105,120,200
18,124,103,120,105,120,200
19,122,103,120,105,120,200
20,120,104,120,105,120,200
21,118,104,120,105,120,200
22,116,104,120,105,120,200
23,114,104,120,105,120,200
24,112,104,120,105,120,200
25,110,105,120,105,120,200
26,108,105,118,105,120,200
27,106,105,116,105,120,200
28,104,105,114,105,120,200
29,102,105,112,105,120,200
30,100,106,110,105,120,200
31,98,106,108,105,120,200
32,96,106,106,105,120,200
33,94,106,104,105,120,200
34,92,106,102,105,120,200
35,90,107,100,105,120,200
36,88,107,98,105,120,200
37,86,107,96,105,120,200
38,84,107,94,105,120,200
39,82,107,92,105,120,200
40,80,108,90,105,120,200
41,78,108,88,105,120,200
42,76,108,86,105,120,200
43,74,108,84,105,120,200
44,72,108,82,105,120,200
45,70,109,80,105,120,200
46,68,109,78,105,120,200
47,66,109,76,105,120,200
48,64,109,74,105,120,200
49,62,109,72,105,120,200
50,60,110,70,105,120,200
51,58,110,68,105,122,200
52,56,110,66,105,124,200
53,54,110,64,105,126,200
54,52,110,62,105,128,200
55,50,111,60,105,130,200
56,50,111,60,105,132,200
57,50,111,60,105,134,200
58,50,111,60,105,136,200
59,50,111,60,105,138,200
60,50,112,60,105,140,200
61,50,112,60,105,142,200
62,50,112,60,105,144,200
63,50,112,60,105,146,200
64,50,112,60,105,148,200
65,50,113,60,105,150,200
66,50,113,60,105,152,200
67,50,113,60,105,154,200
68,50,113,60,105,156,200
69,50,113,60,105,158,200
70,50,114,60,105,160,200
71,50,114,60,105,162,200
72,50,114,60,105,164,200
73,50,114,60,105,166,200
74,50,114,60,105,168,200
75,50,115,60,105,170,200
76,50,115,60,105,172,200
77,50,115,60,105,174,200
78,50,115,60,105,176,200
79,50,115,60,105,178,200
80,50,116,60,105,180,200
81,50,116,60,105,182,200
82,50,116,60,105,184,200
83,50,116,60,105,186,200
84,50,116,60,105,188,200
85,50,117,60,105,190,200
86,50,117,60,105,192,200
87,50,117,60,105,194,200
88,50,117,60,105,196,200
89,50,117,60,105,198,200
90,50,118,60,105,200,200
91,50,118,60,105,202,200
92,50,118,60,105,204,200
93,50,118,60,105,206,200
94,50,118,60,105,208,200
95,50,119,60,105,210,200
96,50,119,60,105,212,200
97,50,119,60,105,214,200
98,50,119,60,105,216,200
99,50,119,60,105,218,200
100,50,120,60,105,220,200
101,50,120,60,105,220,200
102,50,120,60,105,220,200
103,50,120,60,105,220,200
104,50,120,60,105,220,200
105,50,121,60,105,220,200
106,50,121,60,105,220,200
107,50,121,60,105,220,200
108,50,121,60,105,220,200
109,50,121,60,105,220,200
110,50,122,60,105,220,200
111,50,122,60,105,220,200
112,50,122,60,105,220,200
113,50,122,60,105,220,200
114,50,122,60,105,220,200
115,50,123,60,105,220,200
116,50,123,60,105,220,200
117,50,123,60,105,220,200
118,50,123,60,105,220,200
119,50,123,60,105,220,200
120,50,124,60,105,220,200
121,50,124,60,105,220,200
122,50,124,60,105,220,200
123,50,124,60,105,220,200
124,50,124,60,105,220,200
125,50,125,60,105,220,200
126,50,125,60,105,220,200
127,50,125,60,105,220,200
128,50,125,60,105,220,200
129,50,125,60,105,220,200
130,50,126,60,105,220,200
131,50,126,60,105,220,200
132,50,126,60,105,220,200
133,50,126,60,105,220,200
134,50,126,60,105,220,200
135,50,127,60,105,220,200
136,50,127,60,105,220,200
